Step,Accuracy_Train,TRP_Train,TNR_Train,Cost_train,Accuracy_Val,TRP_Val,TNR_Val,Cost_Val
0,50.00000019606791,100.0,0.0,1.0361225896400585,47.36842105263158,100.0,0.0,1.0578657867301156
32,50.00000019606791,100.0,0.0,1.0042500117521573,47.36842105263158,100.0,0.0,1.0248901208397752
64,50.00000019606791,100.0,0.0,0.9837540518532623,47.36842105263158,100.0,0.0,1.002984376055096
96,50.00000019606791,100.0,0.0,0.9706283468810005,47.36842105263158,100.0,0.0,0.9902699478462987
128,50.00000019606791,100.0,0.0,0.9631637827475892,47.36842105263158,100.0,0.0,0.9855964087570421
160,50.00000019606791,100.0,0.0,0.9587328764078982,47.36842105263158,100.0,0.0,0.9811465608780963
192,50.00000019606791,100.0,0.0,0.9548430966777118,47.36842105263158,100.0,0.0,0.9785412475069292
224,50.00000019606791,100.0,0.0,0.9459953183524197,47.36842105263158,100.0,0.0,1.007582849613143
256,50.00000019606791,100.0,0.0,0.936942917509883,47.36842105263158,100.0,0.0,0.9658399775082731
288,50.00000019606791,100.0,0.0,0.931122710156194,47.36842105263158,100.0,0.0,0.9594105414091594
320,50.00000019606791,100.0,0.0,0.9269322766742595,47.36842105263158,100.0,0.0,0.9544234255710766
352,50.00000019606791,100.0,0.0,0.9238851472302121,47.36842105263158,100.0,0.0,0.9576807949002041
384,50.00000019606791,100.0,0.0,0.9213893880664539,47.36842105263158,100.0,0.0,0.9616562266017741
416,50.00000019606791,100.0,0.0,0.9188563723845086,47.36842105263158,100.0,0.0,0.964330803452052
448,50.00000019606791,100.0,0.0,0.916447996219594,47.36842105263158,100.0,0.0,0.9684287111932498
480,50.00000019606791,100.0,0.0,0.9142517881097775,47.36842105263158,100.0,0.0,0.974283102796047
512,50.00000019606791,100.0,0.0,0.912231691220959,47.36842105263158,100.0,0.0,0.9731217529020908
544,50.00000019606791,100.0,0.0,0.9102101689132014,47.36842105263158,100.0,0.0,0.9707074808082149
576,50.00000019606791,100.0,0.0,0.9080303746711177,47.36842105263158,100.0,0.0,0.9736893992973116
608,50.00000019606791,100.0,0.0,0.9051977010611886,47.36842105263158,100.0,0.0,0.9769981823308541
640,50.00000019606791,100.0,0.0,0.902394847894341,47.36842105263158,100.0,0.0,0.9690341650388873
672,50.00000019606791,100.0,0.0,0.8996590335904222,47.36842105263158,100.0,0.0,0.9553062913397514
