Step,Accuracy_Train,TRP_Train,TNR_Train,Cost_train,Accuracy_Val,TRP_Val,TNR_Val,Cost_Val
0,50.00000019606791,100.0,0.0,1.0151998493871073,47.36842105263158,100.0,0.0,1.040147712537579
32,50.00000019606791,100.0,0.0,0.9921110086161171,47.36842105263158,100.0,0.0,1.0306444609965466
64,50.00000019606791,100.0,0.0,0.9709668723143089,47.36842105263158,100.0,0.0,1.0343528218185913
96,50.00000019606791,100.0,0.0,0.9473495193676001,47.36842105263158,100.0,0.0,1.0402514933334934
128,50.00000019606791,100.0,0.0,0.9264665121987431,47.36842105263158,100.0,0.0,1.0082715289462154
160,51.69590664537329,100.0,3.391812865497076,0.9083970871061969,47.36842105263158,100.0,0.0,0.9896256619396717
192,55.204678620947035,100.0,10.4093567251462,0.8928054435223874,47.36842105263158,100.0,0.0,0.9946154421462847
224,59.97076054152689,100.0,19.94152046783626,0.8781572459204436,47.36842105263158,100.0,0.0,1.0005129631643865
256,63.33333367579862,100.0,26.666666666666664,0.8608369017615944,47.36842105263158,100.0,0.0,0.9826706048558242
288,66.0233921910587,100.0,32.046783625730995,0.8411873157401641,57.89473684210526,100.0,20.0,0.9524620995771707
320,69.44444485400852,100.0,38.88888888888889,0.818133120431305,57.89473684210526,100.0,20.0,0.9104071146376116
352,70.55555597731941,100.0,41.111111111111114,0.7926064397250132,63.1578947368421,100.0,30.0,0.8890919260967006
384,73.65497121293294,100.0,47.30994152046784,0.7658587230600332,63.1578947368421,100.0,30.0,0.8798962638380248
416,74.73684257190479,100.0,49.473684210526315,0.7381848923635183,68.42105263157895,100.0,40.0,0.8884746490005454
448,76.40350925687112,100.0,52.80701754385965,0.7094663750146878,63.1578947368421,100.0,30.0,0.8788384763093817
480,79.79532215548188,100.0,59.59064327485381,0.6806267256850084,63.1578947368421,100.0,30.0,0.8629664767199201
512,86.9005853996465,100.0,73.80116959064328,0.6526782974299221,63.1578947368421,100.0,30.0,0.8484067611291589
544,90.05848016393811,100.0,80.11695906432749,0.6251429133070514,63.1578947368421,100.0,30.0,0.8367597734999872
576,92.0175445119017,100.0,84.03508771929825,0.5991001692804048,68.42105263157895,88.88888888888889,50.0,0.8327326259638577
608,94.21052699418445,100.0,88.42105263157895,0.5741750255995758,68.42105263157895,88.88888888888889,50.0,0.8192172036639299
640,95.0292404544981,100.0,90.05847953216374,0.5508495210467047,68.42105263157895,88.88888888888889,50.0,0.8150487157172394
672,96.19883110648708,100.0,92.39766081871346,0.528559474880948,68.42105263157895,88.88888888888889,50.0,0.8027916089543655
704,96.46198900514527,100.0,92.92397660818715,0.5084764489295328,68.42105263157895,88.88888888888889,50.0,0.789827722161473
736,95.87719367915078,100.0,91.75438596491227,0.4896701969356812,68.42105263157895,88.88888888888889,50.0,0.8167366831105168
768,97.30994222979797,100.0,94.61988304093568,0.4720274896007391,68.42105263157895,88.88888888888889,50.0,0.7653779593933004
800,97.77777849843628,100.0,95.55555555555556,0.4555907791788541,68.42105263157895,88.88888888888889,50.0,0.792912807680253
832,99.47368494774166,100.0,98.94736842105263,0.4401107501013827,68.42105263157895,88.88888888888889,50.0,0.7847408726837962
864,99.18128728474441,100.0,98.3625730994152,0.4258864250420965,68.42105263157895,88.88888888888889,50.0,0.7376619017219411
896,99.4444451834026,100.0,98.88888888888889,0.4125075856925853,68.42105263157895,88.88888888888889,50.0,0.7303016579422126
928,99.4444451834026,100.0,98.88888888888889,0.40010571799622047,68.42105263157895,88.88888888888889,50.0,0.7287415620783646
960,99.4444451834026,100.0,98.88888888888889,0.388569436420376,68.42105263157895,88.88888888888889,50.0,0.7277988377806635
992,99.70760308206081,100.0,99.41520467836257,0.37787059683220364,68.42105263157895,88.88888888888889,50.0,0.7221449200168161
1024,100.00000074505806,100.0,100.0,0.36789019646006943,73.6842105263158,88.88888888888889,60.0,0.7177044555255868
1056,100.00000074505806,100.0,100.0,0.35859207436910595,73.6842105263158,88.88888888888889,60.0,0.7085833496788847
1088,100.00000074505806,100.0,100.0,0.3498647806634776,73.6842105263158,88.88888888888889,60.0,0.7064487641287448
1120,100.00000074505806,100.0,100.0,0.3417717731462135,73.6842105263158,88.88888888888889,60.0,0.7037502198350044
1152,100.00000074505806,100.0,100.0,0.33439402011752684,73.6842105263158,88.88888888888889,60.0,0.7006928534251005
1184,100.00000074505806,100.0,100.0,0.32748772729910725,73.6842105263158,88.88888888888889,60.0,0.6987366105658388
1216,100.00000074505806,100.0,100.0,0.32110192737580306,73.6842105263158,88.88888888888889,60.0,0.6965438401143703
1248,100.00000074505806,100.0,100.0,0.3151145871337468,78.94736842105263,88.88888888888889,70.0,0.6630128238814049
1280,100.00000074505806,100.0,100.0,0.3097149804185735,78.94736842105263,88.88888888888889,70.0,0.6642905882330965
1312,100.00000074505806,100.0,100.0,0.30469128936449136,78.94736842105263,88.88888888888889,70.0,0.6596080641549552
1344,100.00000074505806,100.0,100.0,0.3000188628813057,78.94736842105263,88.88888888888889,70.0,0.6772551181799318
1376,100.00000074505806,100.0,100.0,0.2957775221004653,78.94736842105263,88.88888888888889,70.0,0.6756071864408341
1408,100.00000074505806,100.0,100.0,0.2919128709876439,78.94736842105263,88.88888888888889,70.0,0.6745171402801673
1440,100.00000074505806,100.0,100.0,0.2883409497268749,78.94736842105263,88.88888888888889,70.0,0.674180313133003
1472,100.00000074505806,100.0,100.0,0.28516092603668747,78.94736842105263,88.88888888888889,70.0,0.6727360988967215
1504,100.00000074505806,100.0,100.0,0.28226273765945165,78.94736842105263,88.88888888888889,70.0,0.6720321752092836
1536,100.00000074505806,100.0,100.0,0.27968426311844896,78.94736842105263,88.88888888888889,70.0,0.6709352487728276
1568,100.00000074505806,100.0,100.0,0.2773902103605519,78.94736842105263,88.88888888888889,70.0,0.6694910009080562
