Step,Accuracy_Train,TRP_Train,TNR_Train,Cost_train,Accuracy_Val,TRP_Val,TNR_Val,Cost_Val
0,50.00000072045709,100.0,0.0,1.1621318800180696,81.13207547169812,100.0,0.0,0.7405656122302554
32,50.00000072045709,100.0,0.0,1.0851236813234668,81.13207547169812,100.0,0.0,0.7714453571390429
64,50.00000072045709,100.0,0.0,1.0410946742898888,81.13207547169812,100.0,0.0,0.8151499641595116
96,50.00000072045709,100.0,0.0,1.01430168951313,81.13207547169812,100.0,0.0,0.8637834358368096
128,50.00000072045709,100.0,0.0,0.9971063027174208,81.13207547169812,100.0,0.0,0.9206938267385975
160,50.00000072045709,100.0,0.0,0.9882405729003301,81.13207547169812,100.0,0.0,0.9448485128700411
192,50.00000072045709,100.0,0.0,0.9803959964774054,81.13207547169812,100.0,0.0,0.9249805329857516
224,50.00000072045709,100.0,0.0,0.9752663976988257,81.13207547169812,100.0,0.0,0.9378044434474422
256,50.00000072045709,100.0,0.0,0.9719412697813321,81.13207547169812,100.0,0.0,0.937827750751478
288,50.00000072045709,100.0,0.0,0.968511829456414,81.13207547169812,100.0,0.0,0.936173779254204
320,50.00000072045709,100.0,0.0,0.9649835328722588,81.13207547169812,100.0,0.0,0.9338556512991847
352,50.00000072045709,100.0,0.0,0.9607837214638706,81.13207547169812,100.0,0.0,0.9332115877197127
384,50.00000072045709,100.0,0.0,0.9561517700297415,81.13207547169812,100.0,0.0,0.9388772429997618
416,51.57883997022543,99.86627384608956,3.2914046121593294,0.9508641941934634,81.13207547169812,100.0,0.0,0.9402348026271266
448,54.97154915564746,99.77538185085356,10.167714884696018,0.9442692596532409,79.24528301886792,97.67441860465117,0.0,0.9441171843413825
480,59.776949806947194,99.55389790843937,20.0,0.9369761624222096,77.35849056603773,95.34883720930233,0.0,0.9362690856944506
512,62.029190793774035,98.838254037903,25.220125786163518,0.9290041409096963,73.58490566037736,90.69767441860465,0.0,0.9324579799765156
544,67.7655553304643,97.27115067176499,38.25995807127883,0.9206496136063306,73.58490566037736,90.69767441860465,0.0,0.9263422665879002
576,73.53030185232747,95.6559894690654,51.40461215932914,0.9118368616225512,71.69811320754717,88.37209302325581,0.0,0.9273701751498103
608,76.66604090306275,94.40126204057756,58.93081761006289,0.902861034163023,69.81132075471699,86.04651162790698,0.0,0.9257014856968429
640,79.9091439518445,94.13694393948894,65.68134171907757,0.8937680954554367,69.81132075471699,86.04651162790698,0.0,0.9269255771917572
672,81.41864758371463,93.15175828997683,69.68553459119497,0.8848835805167423,69.81132075471699,86.04651162790698,0.0,0.9231560612012878
704,84.70549022357137,92.74431141478092,76.66666666666666,0.8756607406670454,67.9245283018868,83.72093023255815,0.0,0.9272127326050954
736,86.06187044203563,92.1237384817903,80.0,0.8668100221613936,67.9245283018868,83.72093023255815,0.0,0.9260375004655826
768,86.30296059023097,91.80927307298525,80.7966457023061,0.8582166870590602,67.9245283018868,83.72093023255815,0.0,0.9307485900702703
800,87.04628996586182,91.40913934683134,82.68343815513627,0.8496998106429827,67.9245283018868,83.72093023255815,0.0,0.9238296753729069
832,87.12663013171756,91.00378194279027,83.24947589098531,0.8413088535442675,66.0377358490566,81.3953488372093,0.0,0.9365541703610843
864,87.4994962616771,90.5545456444974,84.44444444444443,0.8330339718782607,67.9245283018868,83.72093023255815,0.0,0.9316975653308702
896,87.76663515435636,90.33410643766062,85.1991614255765,0.8249338311709308,66.0377358490566,81.3953488372093,0.0,0.9335786559710194
928,88.09854765159061,90.24321444242463,85.9538784067086,0.8173796213218599,67.9245283018868,83.72093023255815,0.0,0.9330316097736753
960,88.00180513622625,89.48369167763641,86.51991614255765,0.809771928738248,66.0377358490566,81.3953488372093,0.0,0.9339352227561363
992,88.17199256341412,89.25802879291254,87.0859538784067,0.8026715044226104,66.0377358490566,81.3953488372093,0.0,0.9422797598193323
1024,88.34374709546847,89.03550011492091,87.65199161425576,0.7957181157458161,66.0377358490566,81.3953488372093,0.0,0.9375659626219092
1056,88.87945268268011,88.3668693453687,89.39203354297693,0.7890855781476309,66.0377358490566,81.3953488372093,0.0,0.9428392712368875
