Step,Accuracy_Train,TRP_Train,TNR_Train,Cost_train,Accuracy_Val,TRP_Val,TNR_Val,Cost_Val
0,50.00000019606791,100.0,0.0,1.0420503449015015,47.36842105263158,100.0,0.0,1.0921875068208748
32,50.00000019606791,100.0,0.0,1.00175875082925,47.36842105263158,100.0,0.0,1.101056048389675
64,50.00000019606791,100.0,0.0,0.9707604485964124,47.36842105263158,100.0,0.0,1.04025446992149
96,50.00000019606791,100.0,0.0,0.950604027296895,47.36842105263158,100.0,0.0,1.0412704911753472
128,50.00000019606791,100.0,0.0,0.9347676570863118,47.36842105263158,100.0,0.0,1.0219655738627096
160,50.00000019606791,100.0,0.0,0.9189400366008191,47.36842105263158,100.0,0.0,1.0066820559602652
192,50.00000019606791,100.0,0.0,0.9048114324518562,47.36842105263158,100.0,0.0,0.9934614866642164
224,50.00000019606791,100.0,0.0,0.8926122797707878,47.36842105263158,100.0,0.0,0.9827370517872636
256,50.00000019606791,100.0,0.0,0.8830737738713832,47.36842105263158,100.0,0.0,0.9660934643215889
288,50.00000019606791,100.0,0.0,0.8769367513378061,47.36842105263158,100.0,0.0,0.9473495908689408
320,50.00000019606791,100.0,0.0,0.8724871661421908,47.36842105263158,100.0,0.0,0.9454302356176648
352,50.00000019606791,100.0,0.0,0.8687429888607091,47.36842105263158,100.0,0.0,0.9475993676427065
384,50.292397859065154,100.0,0.5847953216374269,0.8652549351101844,47.36842105263158,100.0,0.0,0.9485066959849451
416,51.929824779692446,100.0,3.859649122807017,0.8617265705516169,47.36842105263158,100.0,0.0,0.9676477637486587
448,52.7485382400061,100.0,5.497076023391813,0.858190678222704,47.36842105263158,100.0,0.0,0.9750858473276813
480,53.33333356600059,100.0,6.666666666666666,0.8546577900299818,47.36842105263158,100.0,0.0,0.9906902009048744
512,53.888889127656036,100.0,7.777777777777778,0.8512359792689274,47.36842105263158,100.0,0.0,0.9817785362108707
544,53.888889127656036,100.0,7.777777777777778,0.8479921667806527,47.36842105263158,100.0,0.0,0.980923389168268
