Step,Accuracy_Train,TRP_Train,FPR_Train,Cost_train,Accuracy_Val,TRP_Val,FPR_Val,Cost_Val
0,50.00000072045709,100.0,0.0,1.076327287477696,81.13207547169812,100.0,0.0,0.7786929392608135
32,52.04552335945784,98.78706199460916,5.30398322851153,0.9840332927040552,75.47169811320755,93.02325581395348,0.0,0.9769999900630536
64,50.41479557436311,99.86522911051213,0.9643605870020965,0.9708437419839194,81.13207547169812,100.0,0.0,0.9463401486588224
96,51.61829615222677,99.77747132200841,3.459119496855346,0.9609825277244834,79.24528301886792,97.67441860465117,0.0,0.9524062469777452
128,58.01061534164649,98.66273846089554,17.358490566037737,0.9508717920733017,75.47169811320755,93.02325581395348,0.0,0.9533632435925684
160,66.55125915301296,95.6601684113751,37.44234800838575,0.9404509558461914,69.81132075471699,86.04651162790698,0.0,0.9491758678285939
192,73.85545839151402,92.70043252052908,55.0104821802935,0.9299079256332654,67.9245283018868,81.3953488372093,10.0,0.9596764744834712
224,79.39645737093294,89.48473641321382,69.30817610062893,0.9190979849014556,67.9245283018868,79.06976744186046,20.0,0.9468635344385765
256,81.9629200013741,87.65749388829688,76.26834381551363,0.9083698554133465,66.0377358490566,76.74418604651163,20.0,0.9526915861932567
288,83.1084725728153,86.80394492154036,79.41299790356393,0.8975455693695411,60.37735849056604,72.09302325581395,10.0,0.9646214716554616
320,83.70198685992158,86.04128795001986,81.36268343815513,0.8868133807857974,62.264150943396224,74.4186046511628,10.0,0.9668355454752892
352,83.58525506765494,85.01117867067842,82.15932914046122,0.8761829616641391,60.37735849056604,72.09302325581395,10.0,0.9664434701797939
384,83.52563549008853,83.67600660272885,83.37526205450733,0.8659040042207159,56.60377358490566,67.44186046511628,10.0,0.9845471582294569
416,83.3509556984283,83.13796778035477,83.56394129979036,0.8555251888169227,54.716981132075475,67.44186046511628,0.0,0.9949800521686344
448,83.59646856046791,82.68559727532961,84.50733752620545,0.8454597715388803,50.943396226415096,62.7906976744186,0.0,0.9997252312722161
480,84.02682997567474,82.01592177019997,86.0377358490566,0.8356025193891831,50.943396226415096,62.7906976744186,0.0,1.003602945855731
512,84.03783452363228,82.01696650577736,86.0587002096436,0.8259543327472991,49.056603773584904,60.46511627906977,0.0,1.0096150048679229
544,84.36375720391295,81.7463799912242,86.98113207547169,0.8164401830003822,49.056603773584904,60.46511627906977,0.0,1.0144821255919618
576,84.38082121945214,81.57086441421674,87.19077568134172,0.8073706725461091,49.056603773584904,60.46511627906977,0.0,1.0122707651763736
608,84.63493573988946,81.30341210639587,87.96645702306078,0.798527339977313,47.16981132075472,58.13953488372093,0.0,1.0435212823259452
640,85.34323164560604,81.168641216908,89.51781970649895,0.7897930553999207,47.16981132075472,58.13953488372093,0.0,1.042733600116231
672,85.37969291737338,80.67552602436322,90.08385744234802,0.7812252076486569,49.056603773584904,60.46511627906977,0.0,1.0507912445399303
704,85.55339762132685,81.16968595248544,89.937106918239,0.7728468975389579,49.056603773584904,60.46511627906977,0.0,1.0445817686731709
736,86.16832899070292,81.0787939572494,91.25786163522011,0.7648738404550993,50.943396226415096,62.7906976744186,0.0,1.0484691996498638
768,87.42267336907251,82.24576359723353,92.59958071278825,0.7567280684597079,50.943396226415096,62.7906976744186,0.0,1.0487695958169159
800,87.03378795663703,82.24367412607869,91.82389937106917,0.7488918403284232,52.83018867924528,65.11627906976744,0.0,1.0364843029355773
